Listing_type,URL,Bedrooms,Bathrooms,Area_sqm,Price_monthly,Price_annualy,Sale_price,Furnished,Pool,Floor,Floor_type,Location,Description,Specialities,apartment_id
rent,https://www.homes-jordan.com/ar/%D9%84%D9%84%D8%A7%D9%8A%D8%AC%D8%A7%D8%B1/%D8%B4%D9%82%D9%82/%D8%B4%D9%82%D8%A9-%D8%B7%D8%A7%D8%A8%D9%82%D9%8A%D8%A9-%D8%B7%D8%A7%D8%A8%D9%82-%D8%A7%D9%88%D9%84-%D9%84%D9%84%D8%A7%D9%8A%D8%AC%D8%A7%D8%B1-%D9%81%D9%8A-%D8%AF%D8%A7%D8%A8%D9%88%D9%82-%D8%A8%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-%D8%A8%D9%86%D8%A7%D8%A1-338%D9%85/HMM-R-2684,4.0,5.0,338.0,,23000.0,,0,0,طابق أول,Full Floor,"دابوق,  عمان,  الأردن",غرف نوم عدد 4 ( 2 ماستر) - حمامات عدد 5 - صالون - غرفة معيشة - مطبخ - بلكونة - مخزن - غرفة خادمه وغرفة غسيل - كراج,ارضيات سيراميك - تكييف مركزي + وحدات - تدفئه تحت البلاط - مطبخ راكب - خزائن بالحائط + عادية - ديكورات جبصين + خشبية + حجرية - حمامات معلقة - اباجورات كهربائية - شاور بوكس - موقد - مصعد - ابواب امان - انارة مخفية - زجاج دبل - تشطيبات سوبرديلوكس,457
rent,https://www.homes-jordan.com/ar/%D9%84%D9%84%D8%A7%D9%8A%D8%AC%D8%A7%D8%B1/%D8%B4%D9%82%D9%82/%D8%B4%D9%82%D8%A9-%D8%B7%D8%A7%D8%A8%D9%82-%D8%AB%D8%A7%D9%86%D9%8A-%D9%85%D9%81%D8%B1%D9%88%D8%B4%D8%A9-%D9%84%D9%84%D8%A7%D9%8A%D8%AC%D8%A7%D8%B1-%D9%81%D9%8A-%D8%A7%D9%84%D8%B9%D8%A8%D8%AF%D9%84%D9%8A-%D8%A8%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-%D8%A8%D9%86%D8%A7%D8%A1-71%D9%85/HMM-R-2687,1.0,1.0,71.0,,13000.0,,1,0,طابق ثاني,Normal,"العبدلي,  عمان,  الأردن",غرفة نوم - حمام - غرفة معيشة - مطبخ - بلكونة - كراج,ارضيات بورسلان - تكييف مركزي - تدفئه مركزية - خزائن بالحائط - ديكورات جبصين + خشبية - حمامات معلقة - اباجورات كهربائية - شاور بوكس - مصعد - ابواب امان - كاميرات مراقبة - انارة مخفية - زجاج دبل - تشطيبات سوبرديلوكس,458
sale,https://www.homes-jordan.com/ar/%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%A3%D8%B1%D8%A7%D8%B6%D9%8A/%D8%B4%D9%82%D8%A9-%D9%85%D8%B9-%D8%AD%D8%AF%D9%8A%D9%82%D8%A9-%D8%A8%D8%A7%D8%B7%D9%84%D8%A7%D9%84%D8%A9-%D8%B9%D8%A7%D9%84%D9%8A%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D8%A7%D9%84%D8%B8%D9%87%D9%8A%D8%B1-%D8%A8%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-%D8%A8%D9%86%D8%A7%D8%A1-265%D9%85/HMM-S-8061,4.0,4.0,265.0,,,315000.0,0,0,طابق شبه أرضي,Normal,"الظهير,  عمان,  الأردن",غرف نوم عدد 4 (2 ماستر) - حمامات عدد 4 - صالون - غرفة معيشه - مطبخ - ترس - بلكونة - مخزن - غرفة خادمه وغرفة غسيل - كراج,ارضيات بورسلان - تكييف مركزي + وحدات - تدفئه تحت البلاط على الغاز - ديكورات جبصين + خشبية - حمامات معلقة - اباجورات كهربائية - شاور بوكس - موقد - مصعد - ابواب امان - كاميرات مراقبة - انارة مخفية - زجاج دبل - تشطيبات سوبر ديلوكس,459
sale,https://www.homes-jordan.com/ar/%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%A3%D8%B1%D8%A7%D8%B6%D9%8A/%D8%B4%D9%82%D8%A9-%D9%85%D8%B9-%D8%AA%D8%B1%D8%B3-%D8%AA%D8%AD%D8%AA-%D8%A7%D9%84%D8%A7%D9%86%D8%B4%D8%A7%D8%A1-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D8%A7%D9%84%D8%B8%D9%87%D9%8A%D8%B1-%D8%A8%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-%D8%A8%D9%86%D8%A7%D8%A1-290%D9%85/HMM-S-8062,4.0,4.0,290.0,,,270000.0,0,0,طابق شبه أرضي,Normal,"الظهير,  عمان,  الأردن",غرف نوم عدد 4 (2 ماستر) - حمامات عدد 4 - صالون - غرفة معيشه - مطبخ - ترس - بلكونة - مخزن - غرفة خادمه وغرفة غسيل - كراج,ارضيات بورسلان - تكييف مركزي + وحدات - تدفئه تحت البلاط على الغاز - ديكورات جبصين + خشبية - حمامات معلقة - اباجورات كهربائية - شاور بوكس - موقد - بئر ماء - مصعد - ابواب امان - كاميرات مراقبة - انارة مخفية - زجاج دبل - تشطيبات سوبر ديلوكس,460
sale,https://www.homes-jordan.com/ar/%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%A3%D8%B1%D8%A7%D8%B6%D9%8A/%D8%B4%D9%82%D8%A9-%D8%B7%D8%A7%D8%A8%D9%82-%D8%A7%D9%88%D9%84-%D8%A8%D8%A7%D8%B7%D9%84%D8%A7%D9%84%D8%A9-%D8%B9%D8%A7%D9%84%D9%8A%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D8%A7%D9%84%D8%B8%D9%87%D9%8A%D8%B1-%D8%A8%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-%D8%A8%D9%86%D8%A7%D8%A1-290%D9%85/HMM-S-8063,4.0,4.0,290.0,,,310000.0,0,0,طابق أول,Normal,"الظهير,  عمان,  الأردن",غرف نوم عدد 4 (2 ماستر) - حمامات عدد 4 - صالون - غرفة معيشه - مطبخ - بلكونة - مخزن - غرفة خادمه وغرفة غسيل - كراج,ارضيات بورسلان - تكييف مركزي + وحدات - تدفئه تحت البلاط على الغاز - ديكورات جبصين - حمامات معلقة - اباجورات كهربائية - شاور بوكس - موقد - بئر ماء - مصعد - ابواب امان - كاميرات مراقبة - انارة مخفية - زجاج دبل - تشطيبات سوبر ديلوكس,461
sale,https://www.homes-jordan.com/ar/%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%A3%D8%B1%D8%A7%D8%B6%D9%8A/%D8%B1%D9%88%D9%81-%D8%B7%D8%A7%D8%A8%D9%82%D9%8A-%D9%85%D8%B9-%D8%AA%D8%B1%D8%B3-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D8%A7%D9%84%D8%B8%D9%87%D9%8A%D8%B1-%D8%A8%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-%D8%A8%D9%86%D8%A7%D8%A1-271%D9%85/HMM-S-8064,4.0,4.0,271.0,,,500000.0,0,0,روف,Full Floor,"الظهير,  عمان,  الأردن",غرف نوم عدد 4 (2 ماستر) - حمامات عدد 4 - صالون - غرفة معيشه - مطبخ - ترس عدد 3 - مخزن - غرفة خادمه وغرفة غسيل - كراج,ارضيات بورسلان - تكييف مركزي + وحدات - تدفئه تحت البلاط على الغاز - ديكورات جبصين - حمامات معلقة - اباجورات كهربائية - شاور بوكس - موقد - بئر ماء - مصعد - ابواب امان - كاميرات مراقبة - انارة مخفية - زجاج دبل - تشطيبات سوبر ديلوكس,462
sale,https://www.homes-jordan.com/ar/%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%A3%D8%B1%D8%A7%D8%B6%D9%8A/%D8%B4%D9%82%D8%A9-%D8%A7%D8%B3%D8%AA%D8%AB%D9%85%D8%A7%D8%B1%D9%8A%D8%A9-%D8%B7%D8%A7%D8%A8%D9%82-%D8%AB%D8%A7%D9%84%D8%AB-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D9%82%D8%B1%D9%8A%D8%A9-%D8%A7%D9%84%D9%86%D8%AE%D9%8A%D9%84-%D8%A8%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-%D8%A8%D9%86%D8%A7%D8%A1-150%D9%85/HMM-S-8065,3.0,3.0,150.0,,,105000.0,0,0,طابق ثالث,Normal,"قرية النخيل,  عمان,  الأردن",غرف نوم عدد 3 (2 ماستر) - حمامات عدد 3 - صالون - غرفة معيشه - مطبخ - بلكونة - مخزن - كراج,ارضيات بورسلان - وحدات تكييف - مطبخ راكب -خزائن - تدفئه تحت البلاط على الغاز - ديكورات جبصين - حمامات معلقة - اباجورات كهربائية - شاور بوكس - موقد - مصعد - ابواب امان - كاميرات مراقبة - انارة مخفية - زجاج دبل - تشطيبات سوبر ديلوكس,463
sale,https://www.homes-jordan.com/ar/%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%A3%D8%B1%D8%A7%D8%B6%D9%8A/%D8%B4%D9%82%D9%82-%D9%81%D8%A7%D8%AE%D8%B1%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D8%A7%D9%84%D8%B8%D9%87%D9%8A%D8%B1-%D8%A8%D9%85%D8%B3%D8%A7%D8%AD%D8%A7%D8%AA-%D8%A8%D9%86%D8%A7%D8%A1-%D8%AA%D8%A8%D8%AF%D8%A7-%D9%85%D9%86-180%D9%85/HMM-S-8068,3.0,3.0,180.0,,,243000.0,0,1,طابق أرضي,Normal,"الظهير,  عمان,  الأردن",غرف نوم عدد 3 (1 ماستر) - حمامات عدد 3 - صالون - غرف معيشة - مطبخ - ترس - بلكونة - مخزن - غرفة خادمة + غسيل - كراج - مداخل عدد 2,"السعر: تبدا الاسعار من 243,000 دينار اردني",464
sale,https://www.homes-jordan.com/ar/%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%A3%D8%B1%D8%A7%D8%B6%D9%8A/%D8%B4%D9%82%D8%A9-%D8%B7%D8%A7%D8%A8%D9%82-%D8%A7%D9%88%D9%84-%D8%B6%D9%85%D9%86-%D9%83%D9%85%D8%A8%D8%A7%D9%88%D9%86%D8%AF-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D8%A7%D9%84%D8%B8%D9%87%D9%8A%D8%B1-%D8%A8%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-%D8%A8%D9%86%D8%A7%D8%A1-254%D9%85/HMM-S-8069,3.0,4.0,254.0,,,368000.0,0,1,طابق أول,Normal,"الظهير,  عمان,  الأردن",غرف نوم عدد 3 (1 ماستر) - حمامات عدد 4 - صالون - غرف معيشة - مطبخ - بلكونة - مخزن - غرفة خادمة - كراج,"السعر: 368,000 دينار اردني",465
sale,https://www.homes-jordan.com/ar/%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%A3%D8%B1%D8%A7%D8%B6%D9%8A/%D8%B4%D9%82%D8%A9-%D8%A7%D8%B1%D8%B6%D9%8A%D8%A9-%D9%85%D8%B9-%D9%85%D8%B3%D8%A8%D8%AD-%D8%A8%D9%85%D8%AF%D8%AE%D9%84-%D8%AE%D8%A7%D8%B5-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D8%A7%D9%84%D8%B8%D9%87%D9%8A%D8%B1-%D8%A8%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-%D8%A8%D9%86%D8%A7%D8%A1-240%D9%85/HMM-S-8070,3.0,4.0,240.0,,,348000.0,0,1,طابق أرضي,Normal,"الظهير,  عمان,  الأردن",غرف نوم ماستر عدد 3 - حمامات عدد 4 - صالون - غرف معيشة - مطبخ - بلكونة - مخزن - غرفة غسيل + خادمة - كراج (يتسع ل سيارتين),"السعر: 348,000 دينار اردني",466
sale,https://www.homes-jordan.com/ar/%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%A3%D8%B1%D8%A7%D8%B6%D9%8A/%D8%B4%D9%82%D8%A9-%D8%B7%D8%A7%D8%A8%D9%82-%D8%AB%D8%A7%D9%86%D9%8A-%D8%A8%D8%A7%D8%B7%D9%84%D8%A7%D9%84%D8%A7%D8%AA-%D8%B9%D8%A7%D9%84%D9%8A%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D8%A7%D9%84%D8%B8%D9%87%D9%8A%D8%B1-%D8%A8%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-%D8%A8%D9%86%D8%A7%D8%A1-181%D9%85/HMM-S-8071,3.0,3.0,181.0,,,290000.0,0,1,طابق ثاني,Normal,"الظهير,  عمان,  الأردن",غرف نوم عدد 3 (1 ماستر) - حمامات عدد 4 - صالون - غرف معيشة - مطبخ - بلكونة - مخزن - كراج,"السعر: 290,000 دينار اردني",467
sale,https://www.homes-jordan.com/ar/%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%A3%D8%B1%D8%A7%D8%B6%D9%8A/%D8%B4%D9%82%D8%A9-%D8%B7%D8%A7%D8%A8%D9%82-%D8%A7%D9%88%D9%84-%D9%85%D8%B9-%D9%85%D8%B3%D8%A8%D8%AD-%D9%85%D8%B4%D8%AA%D8%B1%D9%83-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D8%A7%D9%84%D8%B8%D9%87%D9%8A%D8%B1-%D8%A8%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-%D8%A8%D9%86%D8%A7%D8%A1-197%D9%85/HMM-S-8073,3.0,3.0,197.0,,,305000.0,0,1,طابق أول,Normal,"الظهير,  عمان,  الأردن",غرف نوم عدد 3 (1 ماستر) - حمامات عدد 3 - صالون - غرف معيشة - مطبخ - بلكونة - مخزن - كراج,"السعر: 305,000 دينار اردني",468
sale,https://www.homes-jordan.com/ar/%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%A3%D8%B1%D8%A7%D8%B6%D9%8A/%D8%B4%D9%82%D8%A9-%D8%A7%D8%B1%D8%B6%D9%8A%D8%A9-%D9%85%D8%B9-%D8%AA%D8%B1%D8%B3-%D9%81%D9%8A-%D8%A7%D9%84%D8%B8%D9%87%D9%8A%D8%B1-%D8%A8%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-%D8%A8%D9%86%D8%A7%D8%A1-197%D9%85/HMM-S-8074,3.0,3.0,197.0,,,305000.0,0,1,طابق أرضي,Normal,"الظهير,  عمان,  الأردن",غرف نوم عدد 3 (1 ماستر) - حمامات عدد 3 - صالون - غرف معيشة - مطبخ - ترس - مداخل عدد 2 - مخزن - كراج (يتسع ل سيارتين),"السعر: 305,000 دينار اردني",469
sale,https://www.homes-jordan.com/ar/%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%A3%D8%B1%D8%A7%D8%B6%D9%8A/%D8%B4%D9%82%D8%A9-%D8%A7%D8%B1%D8%B6%D9%8A%D8%A9-%D8%A8%D8%A7%D8%B7%D9%84%D8%A7%D9%84%D8%A9-%D8%B9%D8%A7%D9%84%D9%8A%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D8%A7%D9%84%D8%B8%D9%87%D9%8A%D8%B1-%D8%A8%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-%D8%A8%D9%86%D8%A7%D8%A1-181%D9%85/HMM-S-8075,3.0,3.0,181.0,,,281000.0,0,1,طابق أرضي,Normal,"الظهير,  عمان,  الأردن",غرف نوم عدد 3 (1 ماستر) - حمامات عدد 3 - صالون - غرف معيشة - مطبخ - ترس - غرفة خادمة + غسيل - مداخل عدد 2 - مخزن - كراج (يتسع ل سيارتين),"السعر: 281,000 دينار اردني",470
sale,https://www.homes-jordan.com/ar/%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%A3%D8%B1%D8%A7%D8%B6%D9%8A/%D8%B1%D9%88%D9%81-%D8%B7%D8%A7%D8%A8%D9%82%D9%8A-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%85%D8%B9-%D8%AA%D8%B1%D8%B3-%D8%B6%D9%85%D9%86-%D9%83%D9%85%D8%A8%D8%A7%D9%88%D9%86%D8%AF-%D9%89%D9%81%D9%8A-%D8%A7%D9%84%D8%B8%D9%87%D9%8A%D8%B1-%D8%A8%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-%D8%A8%D9%86%D8%A7%D8%A1-256%D9%85/HMM-S-8076,3.0,3.0,256.0,,,512000.0,0,1,روف,Full Floor,"الظهير,  عمان,  الأردن",غرف نوم ماستر عدد 3 - حمامات عدد 3 - صالون - غرف معيشة - مطبخ - ترس - غرفة خادمة + غسيل - مخزن - كراج,"السعر: 512,000 دينار اردني",471
sale,https://www.homes-jordan.com/ar/%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%A3%D8%B1%D8%A7%D8%B6%D9%8A/%D8%B1%D9%88%D9%81-%D8%B7%D8%A7%D8%A8%D9%82%D9%8A-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D8%A8%D8%A7%D8%B7%D9%84%D8%A7%D9%84%D8%A9-%D8%B9%D8%A7%D9%84%D9%8A%D8%A9-%D9%81%D9%8A-%D8%A7%D9%84%D8%B8%D9%87%D9%8A%D8%B1-%D8%A8%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-%D8%A8%D9%86%D8%A7%D8%A1-311%D9%85/HMM-S-8077,4.0,5.0,311.0,,,622000.0,0,1,روف,Full Floor,"الظهير,  عمان,  الأردن",غرف نوم ماستر عدد 4 - حمامات عدد 5 - صالون - غرفة معيشة - مطبخ - ترس - غرفة خادمة + غسيل - مخزن - كراج,"السعر: 622,000 دينار اردني",472
sale,https://www.homes-jordan.com/ar/%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%A3%D8%B1%D8%A7%D8%B6%D9%8A/%D8%B4%D9%82%D8%A9-%D8%A7%D8%B1%D8%B6%D9%8A%D8%A9-%D8%B6%D9%85%D9%86-%D9%83%D9%85%D8%A8%D8%A7%D9%88%D9%86%D8%AF-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D8%A7%D9%84%D8%B8%D9%87%D9%8A%D8%B1-%D8%A8%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-%D8%A8%D9%86%D8%A7%D8%A1-289%D9%85/HMM-S-8078,4.0,4.0,289.0,,,463000.0,0,1,طابق أرضي,Normal,"الظهير,  عمان,  الأردن",غرف نوم عدد 4 (2 ماستر) - حمامات عدد 4 - صالون - غرفة معيشة - مطبخ - ترس - غرفة خادمة + غسيل - مداخل عدد 2 - مخزن - كراج,"السعر: 463,000 دينار اردني",473
sale,https://www.homes-jordan.com/ar/%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%A3%D8%B1%D8%A7%D8%B6%D9%8A/%D8%B4%D9%82%D8%A9-%D8%B7%D8%A7%D8%A8%D9%82-%D8%A7%D9%88%D9%84-%D9%85%D8%B9-%D9%85%D8%B3%D8%A8%D8%AD-%D9%85%D8%B4%D8%AA%D8%B1%D9%83-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D8%A7%D9%84%D8%B8%D9%87%D9%8A%D8%B1-%D8%A8%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-%D8%A8%D9%86%D8%A7%D8%A1-195%D9%85/HMM-S-8079,3.0,3.0,195.0,,,263000.0,0,1,طابق أول,Normal,"الظهير,  عمان,  الأردن",غرف نوم عدد 3 (1 ماستر) - حمامات عدد 3 - صالون - غرف معيشة - مطبخ - بلكونة - مخزن - غرفة خادمة - كراج,"السعر: 263,000 دينار اردني",474
sale,https://www.homes-jordan.com/ar/%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%A3%D8%B1%D8%A7%D8%B6%D9%8A/%D8%B1%D9%88%D9%81-%D8%B7%D8%A7%D8%A8%D9%82%D9%8A-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D8%A8%D8%A7%D8%B7%D9%84%D8%A7%D9%84%D8%A9-%D8%B6%D9%85%D9%86-%D9%83%D9%85%D8%A8%D8%A7%D9%88%D9%86%D8%AF-%D9%81%D9%8A-%D8%A7%D9%84%D8%B8%D9%87%D9%8A%D8%B1-%D8%A8%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-%D8%A8%D9%86%D8%A7%D8%A1-373%D9%85/HMM-S-8080,4.0,4.0,373.0,,,746000.0,0,1,روف,Normal,"الظهير,  عمان,  الأردن",غرف نوم عدد 4 (2 ماستر) - حمامات عدد 4 - صالون - غرفة معيشة - مطبخ - ترس - غرفة خادمة + غسيل - مخزن - كراج,"السعر: 746,000 دينار اردني",475
sale,https://www.homes-jordan.com/ar/%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%B4%D9%82%D9%82/%D8%B4%D9%82%D8%A9-%D8%B7%D8%A7%D8%A8%D9%82%D9%8A%D8%A9-%D8%B7%D8%A7%D8%A8%D9%82-%D8%AB%D8%A7%D9%86%D9%8A-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D8%AE%D9%84%D8%AF%D8%A7-%D8%A7%D9%84%D9%85%D8%B9%D8%A7%D8%B1%D9%81-%D8%A8%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-%D8%A8%D9%86%D8%A7%D8%A1-362%D9%85/HMM-S-8082,4.0,5.0,362.0,,,235000.0,0,0,طابق ثاني,Full Floor,"خلدا,  عمان,  الأردن",4 غرف نوم (2 ماستر) - 5 حمامات - صالون - غرفة معيشه - مطبخ - 2 بلكونة - مخزن - غرفة خادمه وغرفة غسيل - كراج,ارضيات بورسلان - تدفئة - ديكورات جبصين + خشبية + حجرية - خزائن بالحائط - جاكوزي - شاور بوكس - موقد - مصعد - ابواب امان - انارة مخفية - زجاج دبل - تشطيبات سوبر ديلوكس,476
sale,https://www.homes-jordan.com/ar/%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%A3%D8%B1%D8%A7%D8%B6%D9%8A/%D8%B4%D9%82%D8%A9-%D8%B7%D8%A7%D8%A8%D9%82-%D8%AB%D8%A7%D9%86%D9%8A-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D9%83%D9%88%D8%B1%D9%8A%D8%AF%D9%88%D8%B1%D8%B9%D8%A8%D8%AF%D9%88%D9%86-%D8%A8%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-%D8%A8%D9%86%D8%A7%D8%A1-150%D9%85/HMM-S-8083,3.0,3.0,150.0,,,120000.0,0,0,طابق ثاني,Normal,"كوريدور عبدون,  عمان,  الأردن",غرف نوم عدد 3 (1 ماستر) - حمامات عدد 3 - صالون - غرفة معيشه - مخزن - مطبخ - بلكونة - كراج,,477
sale,https://www.homes-jordan.com/ar/%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%A3%D8%B1%D8%A7%D8%B6%D9%8A/%D8%B4%D9%82%D8%A9-%D8%B7%D8%A7%D8%A8%D9%82-%D8%A7%D9%88%D9%84-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D8%AD%D8%AC%D8%A7%D8%B1-%D8%A7%D9%84%D9%86%D9%88%D8%A7%D8%A8%D9%84%D8%B3%D8%A9-%D8%A8%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-%D8%A8%D9%86%D8%A7%D8%A1-185%D9%85/HMM-S-8084,3.0,3.0,185.0,,,140000.0,0,0,طابق أول,Normal,"حجار النوابلسة,  عمان,  الأردن",غرف نوم عدد 3 (1 ماستر) - حمامات عدد 3 - صالون - غرفة معيشه - مطبخ - بلكونة - مخزن,"السعر: 140,000 دينار اردني",478
sale,https://www.homes-jordan.com/ar/%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%A3%D8%B1%D8%A7%D8%B6%D9%8A/%D8%B4%D9%82%D8%A9-%D8%B7%D8%A7%D8%A8%D9%82-%D8%AB%D8%A7%D9%84%D8%AB-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D9%85%D8%B1%D8%AC-%D8%A7%D9%84%D8%AD%D9%85%D8%A7%D9%85-%D8%A8%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-%D8%A8%D9%86%D8%A7%D8%A1-204%D9%85/HMM-S-8086,3.0,3.0,204.0,,,118000.0,1,0,طابق ثالث,Normal,"مرج الحمام,  عمان,  الأردن",غرف نوم عدد 3 (1 ماستر) - حمامات عدد 3 - صالون - غرفة معيشه - مطبخ - بلكونه - مخزن - كراج - غرفة خامه وغرفة غسيل,ارضيات بورسلان ndash; وحدات تكييف ndash; تدفئه - مطبخ راكب - ديكورات جبصين + خشبية + حجرية - خزائن بالحائط - حمامات معلقه - ابجورات كهرباء - شاور بوكس - مصعد - ابواب امان - كاميرات مراقبة - اناره مخفيه - زجاج دبل - تشطيبات سوبر ديلكوس,479
rent,https://www.homes-jordan.com/ar/%D9%84%D9%84%D8%A7%D9%8A%D8%AC%D8%A7%D8%B1/%D8%B4%D9%82%D9%82/%D8%B4%D9%82%D8%A9-%D8%B7%D8%A7%D8%A8%D9%82-%D8%A7%D9%88%D9%84-%D9%85%D9%81%D8%B1%D9%88%D8%B4%D8%A9-%D9%84%D9%84%D8%A7%D9%8A%D8%AC%D8%A7%D8%B1-%D9%81%D9%8A-%D8%AF%D9%8A%D8%B1-%D8%BA%D8%A8%D8%A7%D8%B1-%D8%A8%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-%D8%A8%D9%86%D8%A7%D8%A1-110%D9%85/HMM-R-2755,2.0,2.0,110.0,,12000.0,,1,0,طابق أول,Normal,"دير غبار,  عمان,  الأردن",غرف نوم عدد 2 ( 1ماستر ) - حمامات عدد 2 - غرفة معيشه - مطبخ - بلكونة - كراج,"السعر: 12,000 ديناراردني سنوي",480
rent,https://www.homes-jordan.com/ar/%D9%84%D9%84%D8%A7%D9%8A%D8%AC%D8%A7%D8%B1/%D8%B4%D9%82%D9%82/%D8%B4%D9%82%D8%A9-%D8%A7%D8%B1%D8%B6%D9%8A%D8%A9-%D8%B7%D8%A7%D8%A8%D9%82%D9%8A%D8%A9-%D8%AF%D9%88%D8%A8%D9%84%D9%83%D8%B3-%D9%85%D8%B9-%D8%AD%D8%AF%D9%8A%D9%82%D8%A9-%D9%84%D9%84%D8%A7%D9%8A%D8%AC%D8%A7%D8%B1-%D9%81%D9%8A-%D8%B9%D8%A8%D8%AF%D9%88%D9%86-%D8%A8%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-%D8%A8%D9%86%D8%A7%D8%A1-380%D9%85/HMM-R-2757,3.0,5.0,380.0,,25000.0,,1,0,طابق أرضي,,"عبدون,  عمان,  الأردن",غرف نوم ماستر عدد 3 - حمامات عدد 5 - صالون عدد 2 - غرف معيشه عدد 2 - مطبخ - ترس عدد 3 - مخزن - غرفة خادمة وغرفة غسيل - كراج - مداخل عدد 3,مسبح - ارضيات رخام - تكييف مركزي - تدفئة تحت البلاط - مطبخ راكب - خزائن بالحائط - ديكورات جبصين + خشبية + حجرية - حمامات معلقة - اباجورات كهربائية - شاور بوكس - مصعد - ابواب امان - انارة مخفية - زجاج دبل - تشطيبات ديلوكس,481
