source_apartment_id,recommended_apartment_id,rank,similarity_score
139,147,1,0.8097222209067525
139,613,2,0.7462006734067238
139,612,3,0.735540220997027
139,614,4,0.7312978090549195
139,615,5,0.7154397092589005
140,420,1,0.9616261231300225
140,403,2,0.9103043931850743
140,419,3,0.9100911767119015
140,418,4,0.9012211588591597
140,402,5,0.8945937478138704
141,175,1,0.9007580151861628
141,287,2,0.8591958840339137
141,242,3,0.7507148817621063
141,143,4,0.7247939486667674
141,108,5,0.6659975748274137
142,120,1,0.890215106710331
142,95,2,0.564573159845821
143,242,1,0.9644023125212442
143,341,2,0.85028013204092
143,144,3,0.8246532975825324
143,39,4,0.8241554955401735
143,137,5,0.8230510019422977
144,219,1,0.8933755907808285
144,137,2,0.8548463157400283
144,39,3,0.8510063927898083
144,266,4,0.8391069763047304
144,66,5,0.8345741689983023
145,227,1,0.8254631769941166
145,228,2,0.8254631769941166
145,99,3,0.8201215070182571
145,225,4,0.7550776845325977
145,226,5,0.7550776845325977
146,286,1,0.8711532465471388
146,229,2,0.7708288990824018
146,183,3,0.7692866417010413
146,192,4,0.7427825412185379
146,280,5,0.741166490855627
147,139,1,0.8097222209067525
147,614,2,0.7788535262607735
147,140,3,0.7664679809188946
147,613,4,0.7657149557555631
147,615,5,0.7634515297615004
148,361,1,0.9251784089675009
148,599,2,0.896051647051057
148,275,3,0.8512425957070959
148,328,4,0.7999485094524693
148,176,5,0.7929921435021067
149,150,1,0.9360653592243089
149,75,2,0.936026502891432
149,152,3,0.936026502891432
149,153,4,0.9355314473423817
149,151,5,0.9001624569066594
150,75,1,0.9999740145102887
150,151,2,0.9660859602805011
150,149,3,0.9360653592243089
150,152,4,0.936026502891432
150,78,5,0.9344216447124047
151,150,1,0.9660859602805011
151,75,2,0.9659326149087066
151,78,3,0.904010944429777
151,149,4,0.9001624569066594
151,152,5,0.8999958403087723
152,75,1,0.9360396149469156
152,149,2,0.936026502891432
152,150,3,0.936026502891432
152,77,4,0.9342905284814261
152,645,5,0.9334688481238125
153,77,1,0.9364325112925436
